,cnt,casual,registered,season_encoding,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,hum,windspeed
707,3228,441,2787,4,1,12,9,0,0,0,2,15.8,90.5,10.584325
708,5170,329,4841,2,1,12,10,0,1,1,2,17.9,92.5,12.750636
709,5501,282,5219,2,1,12,11,0,2,1,2,14.5,59.7,19.834479
710,5319,310,5009,2,1,12,12,0,3,1,2,12.2,53.8,10.916779
711,5532,425,5107,2,1,12,13,0,4,1,1,12.1,48.6,11.666643
712,5611,429,5182,2,1,12,14,0,5,1,1,11.5,64.3,8.792343
713,5047,767,4280,2,1,12,15,0,6,0,1,13.3,65.0,7.12545
714,3786,538,3248,2,1,12,16,0,0,0,2,14.9,83.9,6.749714
715,4585,212,4373,2,1,12,17,0,1,1,2,16.1,90.7,6.5833061
716,5557,433,5124,2,1,12,18,0,2,1,1,16.8,66.6,14.834068
717,5267,333,4934,2,1,12,19,0,3,1,1,13.6,62.5,12.334164
718,4128,314,3814,2,1,12,20,0,4,1,2,13.5,66.8,8.875021
719,3623,221,3402,2,1,12,21,0,5,1,2,13.4,55.7,25.083661
720,1749,205,1544,2,1,12,22,0,6,0,1,10.9,44.1,27.292182
721,1787,408,1379,2,1,12,23,0,0,0,1,10.1,51.5,8.916561
722,920,174,746,2,1,12,24,0,1,1,2,9.5,79.1,5.1744368
723,1013,440,573,2,1,12,25,1,2,0,2,11.9,73.5,11.304642
724,441,9,432,2,1,12,26,0,3,1,3,10.0,82.3,21.208582
725,2114,247,1867,2,1,12,27,0,4,1,2,10.4,65.3,23.458911
726,3095,644,2451,2,1,12,28,0,5,1,2,10.4,59.0,10.416557
727,1341,159,1182,2,1,12,29,0,6,0,2,10.4,75.3,8.333661
728,1796,364,1432,2,1,12,30,0,0,0,1,10.5,48.3,23.500518
729,2729,439,2290,2,1,12,31,0,1,1,2,8.8,57.8,10.374682
