,instant,dteday,season,yr,mnth,day,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_encoding,temp_interval,temp_interval_num,hum_interval,hum_interval_num,temp_interval_ord,hum_very_low,hum_low,hum_medium,hum_high,hum_very_high,wind_interval,wind_num_encoding
271,272,2018-09-29,summer,0,9,29,0,4,1,1,25.3,28.7,69.9,11.583161,653,4186,4839,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
272,273,2018-09-30,summer,0,9,30,0,5,1,1,23.1,27.2,64.8,13.833825,830,4372,5202,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,low,3
273,274,2018-01-10,winter,0,10,01,0,6,0,2,16.8,20.6,75.4,19.583832,480,1949,2429,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
274,275,2018-02-10,winter,0,10,02,0,0,0,2,14.6,17.3,79.2,14.874871,616,2302,2918,1,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,medium,2
275,276,2018-03-10,winter,0,10,03,0,1,1,2,15.8,19.6,76.1,5.5841686,330,3240,3570,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
276,277,2018-04-10,spring,0,10,04,0,2,1,1,19.9,23.6,71.0,13.792218,486,3970,4456,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
277,278,2018-05-10,spring,0,10,05,0,3,1,1,22.1,26.4,64.8,11.87575,559,4267,4826,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
278,279,2018-06-10,spring,0,10,06,0,4,1,1,20.3,24.0,62.1,9.041918,639,4126,4765,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
279,280,2018-07-10,summer,0,10,07,0,5,1,1,20.9,25.2,68.4,1.5002439,949,4036,4985,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
280,281,2018-08-10,summer,0,10,08,0,6,0,1,21.4,25.7,70.1,3.0420814,2235,3174,5409,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
281,282,2018-09-10,summer,0,10,09,0,0,0,1,22.2,26.2,72.8,4.25115,2397,3114,5511,4,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
282,283,2018-10-10,autumn,0,10,10,1,1,0,1,23.4,27.1,73.4,2.8343814,1514,3603,5117,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,very_low,4
283,284,2018-11-10,autumn,0,10,11,0,2,1,2,23.2,27.3,80.9,9.583814,667,3896,4563,2,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
284,285,2018-12-10,autumn,0,10,12,0,3,1,3,22.3,25.9,90.6,16.62605,217,2199,2416,2,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,medium,2
285,286,2018-10-13,autumn,0,10,13,0,4,1,2,24.2,27.6,89.7,9.499729,290,2623,2913,2,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,low,3
286,287,2018-10-14,autumn,0,10,14,0,5,1,2,22.6,26.5,71.6,15.000161,529,3115,3644,2,high,"(22.14, 28.72]",high,"(58.32, 77.76]",4,0,0,0,1,0,medium,2
287,288,2018-10-15,autumn,0,10,15,0,6,0,1,20.8,24.9,48.3,17.291561,1899,3318,5217,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
288,289,2018-10-16,autumn,0,10,16,0,0,0,1,21.0,25.2,48.7,18.875039,1748,3293,5041,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
289,290,2018-10-17,autumn,0,10,17,0,1,1,1,21.9,25.5,58.0,11.750393,713,3857,4570,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
290,291,2018-10-18,autumn,0,10,18,0,2,1,2,21.8,26.1,70.2,7.375829,637,4111,4748,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
291,292,2018-10-19,autumn,0,10,19,0,3,1,3,22.2,25.7,89.5,16.303713,254,2170,2424,2,high,"(22.14, 28.72]",very_high,"(77.76, 97.2]",4,0,0,0,0,1,medium,2
292,293,2018-10-20,autumn,0,10,20,0,4,1,1,19.5,23.3,63.6,28.292425,471,3724,4195,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_high,1
293,294,2018-10-21,autumn,0,10,21,0,5,1,1,17.5,21.2,57.4,14.833532,676,3628,4304,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
294,295,2018-10-22,autumn,0,10,22,0,6,0,1,17.3,21.3,62.9,6.2086689,1499,2809,4308,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
295,296,2018-10-23,autumn,0,10,23,0,0,0,1,17.3,21.1,74.1,6.6673375,1619,2762,4381,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
296,297,2018-10-24,autumn,0,10,24,0,1,1,1,19.0,22.9,77.2,7.959064,699,3488,4187,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
297,298,2018-10-25,autumn,0,10,25,0,2,1,1,19.3,23.2,62.3,11.166086,695,3992,4687,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
298,299,2018-10-26,autumn,0,10,26,0,3,1,2,19.9,23.6,72.0,9.959014,404,3490,3894,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
299,300,2018-10-27,autumn,0,10,27,0,4,1,2,19.3,22.9,81.3,13.250121,240,2419,2659,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
300,301,2018-10-28,autumn,0,10,28,0,5,1,2,13.6,15.9,58.6,15.375093,456,3291,3747,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,medium,2
301,302,2018-10-29,autumn,0,10,29,0,6,0,3,10.4,11.4,88.2,23.541857,57,570,627,2,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,high,1
302,303,2018-10-30,autumn,0,10,30,0,0,0,1,13.1,16.1,62.4,11.833339,885,2446,3331,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
303,304,2018-10-31,autumn,0,10,31,0,1,1,1,13.9,17.8,70.3,7.12545,362,3307,3669,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
304,305,2018-01-11,winter,0,11,01,0,2,1,1,16.4,19.9,68.4,9.083257,410,3658,4068,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
305,306,2018-02-11,winter,0,11,02,0,3,1,1,15.5,19.5,71.9,5.5001439,370,3816,4186,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
306,307,2018-03-11,winter,0,11,03,0,4,1,1,16.7,20.3,70.2,9.166739,318,3656,3974,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
307,308,2018-04-11,spring,0,11,04,0,5,1,2,16.5,20.2,62.2,18.209193,470,3576,4046,3,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
308,309,2018-05-11,spring,0,11,05,0,6,0,1,13.4,16.2,51.9,12.667154,1156,2770,3926,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
309,310,2018-06-11,spring,0,11,06,0,0,0,1,14.3,18.1,73.5,6.1676314,952,2697,3649,3,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
310,311,2018-07-11,summer,0,11,07,0,1,1,1,16.2,20.0,75.9,3.834075,373,3662,4035,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
311,312,2018-08-11,summer,0,11,08,0,2,1,1,16.7,20.6,72.2,4.6255125,376,3829,4205,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
312,313,2018-09-11,summer,0,11,09,0,3,1,1,16.4,20.5,75.8,4.1671186,305,3804,4109,4,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
313,314,2018-10-11,autumn,0,11,10,0,4,1,2,15.6,18.7,81.3,12.667489,190,2743,2933,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
314,315,2018-11-11,autumn,0,11,11,1,5,0,1,13.3,15.3,44.6,21.083225,440,2928,3368,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,high,1
315,316,2018-12-11,autumn,0,11,12,0,6,0,1,14.6,17.9,55.3,14.208154,1275,2792,4067,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
316,317,2018-11-13,autumn,0,11,13,0,0,0,1,18.1,21.5,45.8,18.875307,1004,2713,3717,2,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
317,318,2018-11-14,autumn,0,11,14,0,1,1,1,21.7,26.2,58.7,20.541932,595,3891,4486,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
318,319,2018-11-15,autumn,0,11,15,0,2,1,2,21.7,25.4,68.9,13.375411,449,3746,4195,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
319,320,2018-11-16,autumn,0,11,16,0,3,1,3,18.7,22.6,93.0,9.167543,145,1672,1817,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
320,321,2018-11-17,autumn,0,11,17,0,4,1,2,14.0,16.2,57.6,20.459254,139,2914,3053,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
321,322,2018-11-18,autumn,0,11,18,0,5,1,1,11.2,13.6,41.0,11.291711,245,3147,3392,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
322,323,2018-11-19,autumn,0,11,19,0,6,0,1,13.5,16.2,50.2,15.041232,943,2720,3663,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
323,324,2018-11-20,autumn,0,11,20,0,0,0,2,19.0,22.9,68.5,12.45865,787,2733,3520,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
324,325,2018-11-21,autumn,0,11,21,0,1,1,3,18.3,22.3,91.0,9.249618,220,2545,2765,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
325,326,2018-11-22,autumn,0,11,22,0,2,1,3,17.1,21.1,96.2,7.959064,69,1538,1607,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,very_low,4
326,327,2018-11-23,autumn,0,11,23,0,3,1,2,18.1,21.5,75.8,22.500275,112,2454,2566,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,high,1
327,328,2018-11-24,autumn,0,11,24,1,4,0,1,15.3,18.6,54.9,11.209368,560,935,1495,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
328,329,2018-11-25,autumn,0,11,25,0,5,1,1,15.4,19.0,64.4,6.6260186,1095,1697,2792,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
329,330,2018-11-26,autumn,0,11,26,0,6,0,1,15.4,19.3,68.2,4.5841936,1249,1819,3068,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
330,331,2018-11-27,autumn,0,11,27,0,0,0,1,18.8,22.8,69.8,13.999918,810,2261,3071,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
331,332,2018-11-28,autumn,0,11,28,0,1,1,1,20.6,24.5,74.3,9.522174,253,3614,3867,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
332,333,2018-11-29,autumn,0,11,29,0,2,1,2,18.8,22.6,83.1,17.292164,96,2818,2914,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,medium,2
333,334,2018-11-30,autumn,0,11,30,0,3,1,1,13.3,15.6,61.3,18.167586,188,3425,3613,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,medium,2
334,335,2018-01-12,winter,0,12,01,0,4,1,1,12.8,15.3,52.5,14.750586,182,3545,3727,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
335,336,2018-02-12,winter,0,12,02,0,5,1,1,12.9,16.6,62.6,6.750518,268,3672,3940,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
336,337,2018-03-12,winter,0,12,03,0,6,0,1,12.3,15.5,61.3,6.4174811,706,2908,3614,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
337,338,2018-04-12,spring,0,12,04,0,0,0,1,13.6,17.5,77.6,5.6252061,634,2851,3485,3,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
338,339,2018-05-12,spring,0,12,05,0,1,1,2,15.8,19.7,82.7,4.1679561,233,3578,3811,3,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,very_low,4
339,340,2018-06-12,spring,0,12,06,0,2,1,3,19.0,22.8,95.0,15.583061,126,2468,2594,3,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,medium,2
340,341,2018-07-12,summer,0,12,07,0,3,1,3,16.8,20.0,97.0,17.833725,50,655,705,4,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,medium,2
341,342,2018-08-12,summer,0,12,08,0,4,1,1,10.9,12.8,58.0,16.083886,150,3172,3322,4,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
342,343,2018-09-12,summer,0,12,09,0,5,1,1,11.9,15.9,69.6,5.5420189,261,3359,3620,4,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
343,344,2018-10-12,autumn,0,12,10,0,6,0,1,11.3,13.3,50.8,15.625807,502,2688,3190,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
344,345,2018-11-12,autumn,0,12,11,0,0,0,1,9.1,12.7,49.0,4.4582939,377,2366,2743,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,very_low,4
345,346,2018-12-12,autumn,0,12,12,0,1,1,1,9.8,13.5,67.1,4.25115,143,3167,3310,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
346,347,2018-12-13,autumn,0,12,13,0,2,1,1,11.6,15.1,59.0,9.41685,155,3368,3523,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
347,348,2018-12-14,autumn,0,12,14,0,3,1,2,13.0,16.9,66.4,4.0842061,178,3562,3740,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
348,349,2018-12-15,autumn,0,12,15,0,4,1,2,17.3,20.6,63.4,17.958814,181,3528,3709,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
349,350,2018-12-16,autumn,0,12,16,0,5,1,2,15.4,18.0,50.0,17.458525,178,3399,3577,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
350,351,2018-12-17,autumn,0,12,17,0,6,0,2,10.6,12.5,56.1,16.292189,275,2464,2739,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
351,352,2018-12-18,autumn,0,12,18,0,0,0,1,9.8,12.3,58.6,11.375193,220,2211,2431,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
352,353,2018-12-19,autumn,0,12,19,0,1,1,1,11.3,14.0,63.8,11.584032,260,3143,3403,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
353,354,2018-12-20,autumn,0,12,20,0,2,1,2,15.8,19.8,59.5,4.1252436,216,3534,3750,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
354,355,2018-12-21,autumn,0,12,21,0,3,1,2,17.6,21.4,85.8,14.8338,107,2553,2660,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,medium,2
355,356,2018-12-22,autumn,0,12,22,0,4,1,2,17.4,21.3,75.8,3.167425,227,2841,3068,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,very_low,4
356,357,2018-12-23,autumn,0,12,23,0,5,1,1,15.3,18.9,68.6,18.374482,163,2046,2209,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,medium,2
357,358,2018-12-24,autumn,0,12,24,0,6,0,1,12.4,15.0,54.2,12.750368,155,856,1011,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
358,359,2018-12-25,autumn,0,12,25,0,0,0,1,11.3,14.0,68.1,10.391097,303,451,754,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
359,360,2018-12-26,autumn,0,12,26,1,1,0,1,13.2,15.8,50.7,16.044155,430,887,1317,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
360,361,2018-12-27,autumn,0,12,27,0,2,1,2,13.3,16.4,76.2,12.62615,103,1059,1162,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
361,362,2018-12-28,autumn,0,12,28,0,3,1,1,12.3,14.0,50.4,19.695387,255,2047,2302,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,medium,2
362,363,2018-12-29,autumn,0,12,29,0,4,1,1,10.2,13.2,57.4,8.000604,254,2169,2423,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
363,364,2018-12-30,autumn,0,12,30,0,5,1,1,12.8,15.9,63.7,9.000579,491,2508,2999,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
364,365,2018-12-31,autumn,0,12,31,0,6,0,1,16.8,20.7,61.6,14.750318,665,1820,2485,2,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,medium,2
365,366,2019-01-01,winter,1,1,01,0,0,0,1,15.2,18.8,69.2,12.875189,686,1608,2294,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
366,367,2019-02-01,winter,1,1,02,1,1,0,1,11.2,12.6,38.1,22.087555,244,1707,1951,1,low,"(8.98, 15.56]",low,"(19.44, 38.88]",2,0,1,0,0,0,high,1
367,368,2019-03-01,winter,1,1,03,0,2,1,1,6.2,6.3,44.1,24.499957,89,2147,2236,1,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,high,1
368,369,2019-04-01,spring,1,1,04,0,3,1,2,4.4,6.0,41.5,12.3749,95,2273,2368,3,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,low,3
369,370,2019-05-01,spring,1,1,05,0,4,1,1,10.9,13.9,52.4,8.709129,140,3132,3272,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
370,371,2019-06-01,spring,1,1,06,0,5,1,1,13.7,17.0,54.2,11.249836,307,3791,4098,3,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
371,372,2019-07-01,summer,1,1,07,0,6,0,1,16.1,19.5,53.2,11.708786,1070,3451,4521,4,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
372,373,2019-08-01,summer,1,1,08,0,0,0,1,13.8,17.0,46.5,12.833314,599,2826,3425,4,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
373,374,2019-09-01,summer,1,1,09,0,1,1,2,9.2,12.4,70.2,6.6263,106,2270,2376,4,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
374,375,2019-10-01,autumn,1,1,10,0,2,1,1,12.7,15.9,64.7,12.565984,173,3425,3598,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
375,376,2019-11-01,autumn,1,1,11,0,3,1,2,11.2,14.1,84.8,8.791807,92,2085,2177,2,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,low,3
376,377,2019-12-01,autumn,1,1,12,0,4,1,2,15.7,19.1,80.3,12.124789,269,3828,4097,2,medium,"(15.56, 22.14]",very_high,"(77.76, 97.2]",3,0,0,0,0,1,low,3
377,378,2019-01-13,winter,1,1,13,0,5,1,1,11.2,12.5,50.8,25.333236,174,3040,3214,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,high,1
378,379,2019-01-14,winter,1,1,14,0,6,0,1,7.4,9.2,45.8,12.541261,333,2160,2493,1,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,low,3
379,380,2019-01-15,winter,1,1,15,0,0,0,1,6.8,8.1,41.9,16.834286,284,2027,2311,1,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,medium,2
380,381,2019-01-16,winter,1,1,16,1,1,0,1,7.8,9.5,52.2,15.500986,217,2081,2298,1,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,medium,2
381,382,2019-01-17,winter,1,1,17,0,2,1,2,15.3,18.2,71.6,23.39171,127,2808,2935,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,high,1
382,383,2019-01-18,winter,1,1,18,0,3,1,1,12.4,13.8,44.3,27.833743,109,3267,3376,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,very_high,1
383,384,2019-01-19,winter,1,1,19,0,4,1,1,7.8,9.5,49.8,14.750586,130,3162,3292,1,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,medium,2
384,385,2019-01-20,winter,1,1,20,0,5,1,2,8.9,11.0,45.0,13.58425,115,3048,3163,1,very_low,"(2.367, 8.98]",medium,"(38.88, 58.32]",1,0,0,1,0,0,low,3
385,386,2019-01-21,winter,1,1,21,0,6,0,2,7.1,8.7,83.1,14.917014,67,1234,1301,1,very_low,"(2.367, 8.98]",very_high,"(77.76, 97.2]",1,0,0,0,0,1,medium,2
386,387,2019-01-22,winter,1,1,22,0,0,0,2,6.7,8.1,79.6,13.375746,196,1781,1977,1,very_low,"(2.367, 8.98]",very_high,"(77.76, 97.2]",1,0,0,0,0,1,low,3
387,388,2019-01-23,winter,1,1,23,0,1,1,2,9.0,12.2,91.1,7.417436,145,2287,2432,1,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,very_low,4
388,389,2019-01-24,winter,1,1,24,0,2,1,1,14.0,17.5,83.6,8.292389,439,3900,4339,1,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,low,3
389,390,2019-01-25,winter,1,1,25,0,3,1,1,12.1,14.7,64.4,10.791757,467,3803,4270,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
390,391,2019-01-26,winter,1,1,26,0,4,1,2,14.0,17.8,77.0,4.9175186,244,3831,4075,1,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,very_low,4
391,392,2019-01-27,winter,1,1,27,0,5,1,2,17.4,20.8,74.1,22.958689,269,3187,3456,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,high,1
392,393,2019-01-28,winter,1,1,28,0,6,0,1,12.9,16.3,54.3,14.125543,775,3248,4023,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
393,394,2019-01-29,winter,1,1,29,0,0,0,1,11.6,13.6,31.1,16.08335,558,2685,3243,1,low,"(8.98, 15.56]",low,"(19.44, 38.88]",2,0,1,0,0,0,medium,2
394,395,2019-01-30,winter,1,1,30,0,1,1,1,11.0,13.1,40.1,14.458064,126,3498,3624,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
395,396,2019-01-31,winter,1,1,31,0,2,1,1,16.0,19.1,41.7,17.541739,324,4185,4509,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,medium,2
396,397,2019-01-02,winter,1,2,01,0,3,1,1,19.2,23.3,50.8,12.667489,304,4275,4579,1,medium,"(15.56, 22.14]",medium,"(38.88, 58.32]",3,0,0,1,0,0,low,3
397,398,2019-02-02,winter,1,2,02,0,4,1,2,16.4,19.9,67.3,12.541529,190,3571,3761,1,medium,"(15.56, 22.14]",high,"(58.32, 77.76]",3,0,0,0,1,0,low,3
398,399,2019-03-02,winter,1,2,03,0,5,1,1,12.8,15.5,52.7,11.959232,310,3841,4151,1,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
399,400,2019-04-02,spring,1,2,04,0,6,0,2,10.8,13.6,78.0,8.167032,384,2448,2832,3,low,"(8.98, 15.56]",very_high,"(77.76, 97.2]",2,0,0,0,0,1,low,3
400,401,2019-05-02,spring,1,2,05,0,0,0,2,10.9,13.2,68.8,11.791732,318,2629,2947,3,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
401,402,2019-06-02,spring,1,2,06,0,1,1,1,11.6,14.8,62.2,10.3046,206,3578,3784,3,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
402,403,2019-07-02,summer,1,2,07,0,2,1,1,14.5,18.1,49.6,9.874393,199,4176,4375,4,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
403,404,2019-08-02,summer,1,2,08,0,3,1,2,10.5,13.3,72.3,8.959307,109,2693,2802,4,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,low,3
404,405,2019-09-02,summer,1,2,09,0,4,1,1,10.9,13.1,56.2,13.000479,163,3667,3830,4,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,low,3
405,406,2019-10-02,autumn,1,2,10,0,5,1,2,11.5,14.7,54.0,7.834243,227,3604,3831,2,low,"(8.98, 15.56]",medium,"(38.88, 58.32]",2,0,0,1,0,0,very_low,4
406,407,2019-11-02,autumn,1,2,11,0,6,0,3,9.2,10.5,73.1,19.416332,192,1977,2169,2,low,"(8.98, 15.56]",high,"(58.32, 77.76]",2,0,0,0,1,0,medium,2
